     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.     Evap.
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-m3/s/m2*e-8
  20908800      2.8         70     16.1    1010.1         87         7 9.504E-01     5.32
  20919600      3.3        100     16.2    1008.3         84         7 1.144E+00     4.92
  20930400      1.3        190     16.8    1009.1         87         7 1.337E+00     4.51
  20941200         5       140     19.2    1009.1         72         7 1.531E+00     4.11
  20952000         6        90     18.7    1008.3         79         7 1.725E+00      3.7
  20962800        10       130     22.2    1006.7         57         7 1.510E+00     4.05
  20973600         7       130     19.6    1006.6         68         8 1.294E+00      4.4
  20984400         3       350     14.3    1009.5         92         8 1.078E+00     4.75
  20995200         5       330        14   1010.2         90         8 8.629E-01     5.09
  21006000         5       330     13.3    1010.1         89         7 6.469E-01     5.44
  21016800         5       330     14.2    1011.3         82         4 4.309E-01     5.79
  21027600      8.8        300     18.5    1011.5         59         3 2.160E-01     6.13
  21038400      9.2        290     20.9    1010.9         46         3 0.000E+00     6.48
  21049200      8.8        310        20   1010.5         44         3 0.000E+00     6.61
  21060000      9.3        330     19.4    1010.7         46         2 0.000E+00     6.74
  21070800     10.6        320     16.2    1011.9         61         3 0.000E+00     6.87
  21081600        12       320     15.8    1011.3         65         8 0.000E+00         7
  21092400      8.9        320     15.4    1011.2         69         7 0.000E+00     7.13
  21103200     12.5        340     17.1    1010.8         63         5 0.000E+00     7.26
  21114000     10.7        340     19.5    1010.7         57         5 0.000E+00     7.39
  21124800      7.5        340     23.7    1010.6         46         4 0.000E+00     7.52
  21135600      9.2        340     23.9    1009.5         45         2 0.000E+00     7.31
  21146400      7.8        330     22.4    1009.3         55         2 0.000E+00     7.09
  21157200         3       180     17.9    1013.1         62         4 0.000E+00     6.87
  21168000         2       150     16.4    1013.1         78         6 0.000E+00     6.66
  21178800      1.1        140     15.8    1013.2         78         7 0.000E+00     6.44
  21189600      0.6        210     16.5    1013.5         76         5 0.000E+00     6.22
  21200400      1.3        310     20.5    1013.6         56         3 0.000E+00         6
  21211200      6.8        260     23.1    1012.8         46         1 0.000E+00     5.79
  21222000      6.5        250     22.7    1011.9         60         4 6.480E-03     5.83
  21232800      5.4        260     23.6    1010.7         62         3 1.296E-02     5.87
  21243600      3.3        330     22.4    1011.8         55         3 1.836E-02     5.92
  21254400      2.2        220     20.8    1011.6         66         4 2.484E-02     5.96
  21265200      0.7         40     18.9    1011.6         79         7 3.132E-02         6
  21276000      1.4        360     20.6    1012.6         69         6 3.780E-02     6.05
  21286800      1.5        290     24.6    1013.1         51         6 4.428E-02     6.09
  21297600         5       220     26.5    1012.4         43         5 4.968E-02     6.13
  21308400      6.1        100     22.7    1013.2         59         6 4.968E-02     5.95
  21319200      2.1         60     19.5    1012.1         76         7 4.968E-02     5.76
  21330000      1.8         30     19.1    1012.4         78         7 4.968E-02     5.57
  21340800      0.7        130     17.3    1011.2         82         4 4.968E-02     5.38
  21351600      2.5        150     15.9    1010.3         89         4 4.968E-02     5.19
  21362400         1       170     18.2    1009.6         81         3 4.968E-02     5.01
  21373200      3.6        290        22   1009.6         68         4 4.968E-02     4.82
  21384000      3.1        260     26.3    1008.2         49         4 4.968E-02     4.63
  21394800         5       140     23.5    1007.7         62         7 5.616E-02      4.6
  21405600      1.8         50        23   1007.7         60         7 6.264E-02     4.57
  21416400      2.9        110     21.4    1007.8         65         8 6.912E-02     4.54
  21427200         0         0        20   1006.8         70         7 7.452E-02     4.51
  21438000      2.1        100     18.6    1006.5         77         7 8.100E-02     4.48
  21448800      2.3        120     20.3    1006.7         70         7 8.748E-02     4.46
  21459600      3.3        280     23.1    1007.2         60         7 9.396E-02     4.43
  21470400      3.8        190     23.3    1007.4         62         7 1.004E-01      4.4
  21481200      3.4        200     22.8    1007.3         56         7 8.748E-02      4.5
  21492000      2.2         80        20   1007.3         80         7 7.452E-02      4.6
  21502800      0.8         60     19.1    1008.4         82         7 6.264E-02      4.7
  21513600         2       100     18.6    1008.1         80         6 4.968E-02      4.8
  21524400      2.2        130        18   1008.4         81         7 3.780E-02      4.9
  21535200      1.6        150        20   1008.6         75         7 2.484E-02     5.01
  21546000      3.3        240     23.7       1009        58         6 1.296E-02     5.11
  21556800      4.2        210     24.3    1009.3         62         7 0.000E+00     5.21
  21567600      3.5        220        24   1009.6         61         6 0.000E+00     5.31
  21578400      3.9        200     22.1    1010.3         73         5 0.000E+00     5.41
  21589200      1.4        150     19.7    1012.1         86         5 0.000E+00     5.51
  21600000      0.7        110     18.1       1012        88         4 0.000E+00     5.61
  21610800      1.5        150     17.4    1011.6         90         3 0.000E+00     5.71
  21621600      0.8         50        19   1012.3         86         5 0.000E+00     5.82
  21632400      2.7        270     23.3    1012.3         66         1 0.000E+00     5.92
  21643200      5.2        260     26.4       1012        59         1 0.000E+00     6.02
  21654000      6.4        260     26.7    1011.7         53         1 0.000E+00     6.15
  21664800      3.9        180     23.7    1012.1         60         3 0.000E+00     6.28
  21675600      2.3        140     21.1    1013.2         78         4 0.000E+00     6.41
  21686400      1.3        130     19.9    1013.2         72         4 0.000E+00     6.54
  21697200      1.7         60     20.1    1012.4         72         4 0.000E+00     6.67
  21708000      0.6         80        22   1012.7         67         3 0.000E+00      6.8
  21718800      2.8        280        26   1012.6         57         2 0.000E+00     6.93
  21729600      4.8        210     28.3    1012.3         46         1 0.000E+00     7.06
  21740400      5.6        190     27.6    1011.2         45         3 0.000E+00         7
  21751200      3.3        210        25   1010.9         54         5 0.000E+00     6.94
  21762000      1.3        150     21.8    1011.4         72         7 0.000E+00     6.89
  21772800         2       120     20.2    1012.2         88         2 0.000E+00     6.83
  21783600      2.4        140     18.3    1011.3         81         2 0.000E+00     6.77
  21794400         0         0     20.9    1011.6         70         5 0.000E+00     6.71
  21805200      3.2        160     27.3    1011.5         39         7 0.000E+00     6.66
  21816000      4.9        190     27.3    1011.8         44         7 0.000E+00      6.6
  21826800      5.9        200     25.6    1011.4         50         5 0.000E+00     6.67
  21837600      1.8        200     25.4    1010.6         48         6 0.000E+00     6.74
  21848400      2.2        170     22.4    1010.3         52         3 0.000E+00     6.81
  21859200      2.7        160     21.1    1011.1         83         4 0.000E+00     6.89
  21870000      2.1         60     19.8    1010.7         77         7 0.000E+00     6.96
  21880800         1        90     21.9    1009.8         65         3 0.000E+00     7.03
  21891600      2.2        270     24.7    1010.7         64         2 0.000E+00      7.1
  21902400      4.3        260     27.2    1010.2         51         2 0.000E+00     7.18
  21913200      6.7        260     28.2    1009.5         51         2 0.000E+00     7.23
  21924000      8.2        260     24.4    1010.3         67         3 0.000E+00     7.29
  21934800      5.6        260     22.5    1010.5         66         3 0.000E+00     7.35
  21945600      1.2        320     19.8    1009.5         76         3 0.000E+00     7.41
  21956400      1.7         10     18.6    1008.6         82         3 0.000E+00     7.47
  21967200      3.9        320     20.1    1008.4         75         2 0.000E+00     7.52
  21978000      7.7        320     26.1    1007.9         54         1 0.000E+00     7.58
  21988800      6.6        280        29   1007.1         44         1 0.000E+00     7.64
  21999600      7.5        250     29.1    1005.5         43         2 0.000E+00     7.61
  22010400      8.3        250     25.4    1005.5         58         3 0.000E+00     7.58
  22021200      2.5        350     22.4    1006.8         68         2 0.000E+00     7.55
  22032000      2.2        170     21.3       1006        71         0 0.000E+00     7.52
  22042800         2       150     19.8    1005.4         77         2 0.000E+00     7.49
  22053600      3.1        130     20.8    1005.7         72         7 0.000E+00     7.47
  22064400         3       290     26.9    1005.6         60         2 0.000E+00     7.44
  22075200      7.1        190     28.6    1005.1         51         3 0.000E+00     7.41
  22086000      9.2        170     25.2    1005.9         69         2 0.000E+00     7.39
  22096800      4.3        140     24.6       1006        57         3 0.000E+00     7.38
  22107600      2.2         90     23.4    1006.1         54         5 0.000E+00     7.36
  22118400      2.2        110     21.1    1005.8         61         3 0.000E+00     7.35
  22129200      1.7        120     20.3    1005.8         66         3 0.000E+00     7.34
  22140000      3.7        150     22.2       1006        74         6 0.000E+00     7.32
  22150800      7.4        160     27.2    1005.8         49         7 0.000E+00     7.31
  22161600      8.9        150     27.6    1005.1         40         7 0.000E+00     7.29
  22172400      7.3        160     25.8    1004.7         57         7 4.504E-01     7.12
  22183200      5.6        170     26.3    1003.6         51         6 8.996E-01     6.94
  22194000      7.1        140     22.9    1005.1         72         6 1.350E+00     6.77
  22204800      5.2        130     22.2    1004.7         75         4 1.800E+00      6.6
  22215600      4.8        130     22.2    1003.1         78         8 2.250E+00     6.42
  22226400         5       150     22.3    1003.3         79         8 2.700E+00     6.25
  22237200      1.9        100     18.1    1005.5         91         7 3.150E+00     6.08
  22248000         2       350     23.9    1006.1         58         2 3.600E+00      5.9
  22258800      4.6        280     26.7    1005.4         43         1 3.150E+00     6.06
  22269600      7.2        260     24.4    1005.7         67         1 2.700E+00     6.22
  22280400      3.4        260     21.7       1008        74         1 2.250E+00     6.38
  22291200      1.9        300        21      1008        82         4 1.800E+00     6.54
  22302000      0.6        110     19.2    1007.6         85         6 1.350E+00      6.7
  22312800      3.2         30     20.1    1008.3         76         6 8.996E-01     6.86
  22323600      3.2        260     25.6    1008.4         40         2 4.504E-01     7.02
  22334400      4.4        260     27.2    1008.2         33         6 0.000E+00     7.18
  22345200      5.2        190     27.2    1007.4         34         6 0.000E+00     7.03
  22356000      4.7        190     24.7    1007.2         32         3 0.000E+00     6.89
  22366800      1.6        140     21.3    1007.9         78         3 0.000E+00     6.74
  22377600      1.2        140     19.1       1008        80         3 0.000E+00      6.6
  22388400      2.9         80     18.4    1006.8         74         3 0.000E+00     6.45
  22399200      1.5        130        22   1007.2         75         6 0.000E+00     6.31
  22410000         7       170     25.6       1008        66         7 0.000E+00     6.16
  22420800      8.7        160     25.8    1008.2         58         7 0.000E+00     6.02
  22431600      8.3        140     25.8    1007.1         47         7 0.000E+00     5.69
  22442400      5.7        140     24.9       1007        52         7 0.000E+00     5.35
  22453200      6.2        130     22.6    1008.6         73         7 0.000E+00     5.02
  22464000         2       110     21.6    1008.4         73         5 0.000E+00     4.69
  22474800         4       110     20.8    1008.8         79         5 0.000E+00     4.35
  22485600      3.1         80     21.3    1008.8         78         7 0.000E+00     4.02
  22496400      1.7        150     24.4    1009.9         68         7 0.000E+00     3.69
  22507200      2.1        340     26.9    1009.1         61         7 0.000E+00     3.36
  22518000      7.8        260     24.2    1010.5         78         7 0.000E+00     4.01
  22528800      5.6        320     23.1    1010.3         84         5 0.000E+00     4.66
  22539600      2.7         80     22.3    1009.8         83         7 0.000E+00     5.31
  22550400      2.8        130     23.8    1008.2         59         7 0.000E+00     5.96
  22561200         0         0        20   1008.1         80         2 0.000E+00     6.61
  22572000      3.6        100        23   1007.4         69         5 0.000E+00     7.26
  22582800      4.3        230     27.6    1006.8         61         1 0.000E+00     7.91
  22593600      3.3        230     29.7    1006.6         52         1 0.000E+00     8.56
  22604400      3.7        280     31.6    1005.6         44         4 0.000E+00     8.38
  22615200      4.1        160     30.8    1005.9         29         3 0.000E+00     8.19
  22626000      2.3         40     24.7       1007        48         1 0.000E+00         8
  22636800         0         0     22.1    1008.9         77         1 0.000E+00     7.81
  22647600      2.6         20     19.9       1009        80         1 0.000E+00     7.62
  22658400      3.5         90     23.8    1008.5         61         1 0.000E+00     7.44
  22669200      3.3        280     27.5    1008.9         52         1 0.000E+00     7.25
  22680000      4.9        200     30.3    1008.2         51         1 0.000E+00     7.06
  22690800      7.1        190     26.6       1008        69         1 0.000E+00     7.13
  22701600      3.4        230     24.7    1008.3         77         1 0.000E+00      7.2
  22712400         1       180     21.7    1008.8         87         7 0.000E+00     7.28
  22723200      2.4        170     21.3    1008.2         88         4 0.000E+00     7.35
  22734000      2.1        200     21.7    1008.9         87         5 0.000E+00     7.42
  22744800      0.7         20     22.3    1009.3         85         4 0.000E+00     7.49
  22755600      2.6        280     24.9       1010        74         1 0.000E+00     7.57
  22766400      3.3        250     28.8    1009.5         56         1 0.000E+00     7.64
  22777200      6.4        250        29   1008.9         45         4 0.000E+00     7.74
  22788000      4.9        270     26.2    1008.8         54         5 0.000E+00     7.84
  22798800      2.5        200     22.8    1010.2         65         4 0.000E+00     7.94
  22809600      2.2        160     21.3    1009.8         68         4 0.000E+00     8.04
  22820400      2.5        150     20.2    1009.3         78         3 0.000E+00     8.15
  22831200      0.5         50     21.8    1009.9         71         5 0.000E+00     8.25
  22842000      5.4        310     26.3    1010.5         48         1 0.000E+00     8.35
  22852800      6.3        280     27.9    1010.4         40         1 0.000E+00     8.45
  22863600      6.3        290     28.6    1009.9         29         5 0.000E+00     8.51
  22874400      7.6        320     26.9    1010.1         35         3 0.000E+00     8.56
  22885200      7.8        330     23.2    1012.4         45         3 0.000E+00     8.62
  22896000      6.7        330     20.6    1013.3         49         3 0.000E+00     8.68
  22906800     10.4        310     19.2    1013.1         53         6 0.000E+00     8.74
  22917600      9.1        310     19.2    1013.3         60         0 0.000E+00      8.8
  22928400      7.5        290     22.8       1013        46         0 0.000E+00     8.85
  22939200      6.9        310     26.5    1012.5         34         1 0.000E+00     8.91
  22950000      6.9        290     27.9    1011.2         36         1 0.000E+00     8.72
  22960800      5.3        300     27.3    1011.1         36         1 0.000E+00     8.54
  22971600      4.9        290     22.8    1012.1         68         0 0.000E+00     8.35
  22982400      1.7        160     20.1    1012.3         77         0 0.000E+00     8.16
  22993200      1.7        110     17.9    1011.3         80         0 0.000E+00     7.97
  23004000      1.5        100     21.1    1011.1         62         1 0.000E+00     7.78
  23014800      3.7        260     26.7    1011.1         48         3 0.000E+00      7.6
  23025600      7.7        180     26.9    1010.8         42         1 0.000E+00     7.41
  23036400      8.5        190     26.8    1009.2         45         1 0.000E+00     7.39
  23047200      5.1        160     25.2    1008.7         56         4 0.000E+00     7.38
  23058000      2.3        200     21.7    1009.6         81         2 0.000E+00     7.36
  23068800      1.1        170     20.6    1008.3         78         1 0.000E+00     7.35
  23079600      1.1        150     18.7    1007.4         77         1 0.000E+00     7.34
  23090400      0.7        360     21.9    1007.9         64         1 0.000E+00     7.32
  23101200      5.4        180     25.9    1007.4         55         1 0.000E+00     7.31
  23112000      6.6        200        26   1007.3         55         2 0.000E+00     7.29
  23122800      3.8        250     26.1    1006.6         65         6 0.000E+00     7.44
  23133600     11.2        310        24   1007.2         53         7 0.000E+00     7.58
  23144400      8.8        320     21.6    1009.6         43         6 0.000E+00     7.73
  23155200     10.3        320        19   1009.9         48         4 0.000E+00     7.87
  23166000      6.1        320     16.9    1009.8         52         0 0.000E+00     8.02
  23176800      8.6        300     18.2    1010.8         56         5 0.000E+00     8.16
  23187600        10       300     21.7    1009.3         44         6 0.000E+00      8.3
  23198400      8.8        290     24.1    1007.8         41         3 0.000E+00     8.45
  23209200      8.9        320        25   1006.7         36         3 0.000E+00     8.43
  23220000      9.7        340     23.6    1006.8         43         3 0.000E+00     8.42
  23230800      6.8        320     20.1    1008.4         53         2 0.000E+00     8.41
  23241600      6.1        320     18.1    1008.9         60         2 0.000E+00     8.39
  23252400         7       320     16.6    1008.7         67         1 0.000E+00     8.38
  23263200      7.1        320        18   1008.8         58         3 0.000E+00     8.36
  23274000      9.2        300     21.7    1008.9         44         2 0.000E+00     8.35
  23284800      8.5        310     22.9    1008.7         38         3 0.000E+00     8.33
  23295600     10.3        310     24.3    1008.1         35         3 0.000E+00     8.39
  23306400      9.7        340        23      1008        38         1 0.000E+00     8.45
  23317200      7.7        330     19.7       1010        50         1 0.000E+00     8.51
  23328000      6.8        320        18   1010.7         52         0 0.000E+00     8.56
  23338800      6.6        330     16.2    1010.8         60         0 0.000E+00     8.62
  23349600      5.8        320     16.9    1011.6         58         0 0.000E+00     8.68
  23360400      8.3        320     22.1    1011.7         40         0 0.000E+00     8.74
  23371200      8.1        300        25   1011.6         29         1 0.000E+00      8.8
  23382000      5.9        280     26.7    1010.6         30         1 0.000E+00     8.59
  23392800      7.4        260     23.7    1010.5         49         1 0.000E+00     8.39
  23403600      4.7        260     20.8    1012.4         69         1 0.000E+00     8.19
  23414400      1.7        220     18.8    1012.7         81         1 0.000E+00     7.99
  23425200      0.9        130     16.3    1012.5         88         1 0.000E+00     7.78
  23436000      3.9        360     17.8    1013.4         74         1 0.000E+00     7.58
  23446800      3.4        250     23.4    1013.6         50         3 0.000E+00     7.38
  23457600      3.9        270     28.1    1013.2         29         5 0.000E+00     7.18
  23468400      7.3        250     26.8    1012.6         44         2 0.000E+00      7.2
  23479200      4.7        260     24.1    1012.8         55         1 0.000E+00     7.23
  23490000      2.3        260     21.4    1013.3         66         2 0.000E+00     7.26
  23500800      1.9        150     19.5    1013.2         72         2 0.000E+00     7.29
  23511600      0.6        130     17.6    1012.7         84         2 0.000E+00     7.32
  23522400      2.8        320     19.2    1012.9         75         3 0.000E+00     7.35
  23533200         2       250     25.5    1012.9         49         2 0.000E+00     7.38
  23544000      3.3        270     29.2    1012.7         30         5 0.000E+00     7.41
  23554800      5.5        190     26.5    1012.5         44         5 3.240E-03     7.35
  23565600      3.4        210     24.2    1012.4         48         6 6.480E-03     7.29
  23576400      2.1        190     21.3    1012.9         66         5 9.720E-03     7.23
  23587200      1.6        110     20.4    1012.9         70         5 1.296E-02     7.18
  23598000      1.5        120     19.3    1011.6         72         3 1.512E-02     7.12
  23608800      4.4        100     22.1    1010.8         61         3 1.836E-02     7.06
  23619600      6.3        160     27.5    1010.5         47         1 2.160E-02         7
  23630400      9.5        160        28   1010.2         41         4 2.484E-02     6.94
  23641200      4.9        170     26.7    1010.3         37         7 2.160E-02     7.15
  23652000      4.4        160     25.1    1008.7         44         7 1.836E-02     7.35
  23662800      3.6         80     21.6       1008        61         7 1.512E-02     7.55
  23673600         1       130     20.6    1008.6         68         7 1.296E-02     7.75
  23684400      1.5        200     20.3    1007.9         73         7 9.720E-03     7.96
  23695200      3.4         20     20.4    1008.7         69         6 6.480E-03     8.16
  23706000      6.1        330     24.7    1009.3         57         3 3.240E-03     8.36
  23716800      6.6        330     28.1       1009        45         2 0.000E+00     8.56
  23727600      8.1        290     28.5    1008.5         37         4 0.000E+00      8.3
  23738400      6.3        330     27.3    1008.1         38         6 0.000E+00     8.04
  23749200      6.7        310        23   1009.9         50         4 0.000E+00     7.78
  23760000      6.5        320     20.2       1010        60         2 0.000E+00     7.52
  23770800      5.7        300     18.2    1009.1         63         4 0.000E+00     7.26
  23781600      3.7        330     18.4    1009.5         61         7 0.000E+00         7
  23792400      2.2        270     22.6    1009.9         48         7 0.000E+00     6.74
  23803200      6.4        260     25.8    1009.8         41         7 0.000E+00     6.48
  23814000      6.7        260     24.7    1009.2         58         7 0.000E+00     6.97
  23824800      2.1        220     22.9    1008.7         71         7 0.000E+00     7.47
  23835600         0         0     21.9    1008.9         80         7 0.000E+00     7.96
  23846400      9.8        290        23   1008.9         63         8 0.000E+00     8.45
  23857200      8.3        310     21.2    1008.4         48         7 0.000E+00     8.94
  23868000        11       300     20.1    1009.2         60         7 0.000E+00     9.43
  23878800     12.5        320     23.8    1009.1         42         2 0.000E+00     9.92
  23889600     13.8        300        25   1009.1         31         2 0.000E+00    10.42
  23900400     14.1        300     25.7    1009.7         31         3 0.000E+00     10.4
  23911200      8.4        330     24.1    1011.3         38         5 0.000E+00    10.39
  23922000     11.4        310     20.8    1013.9         49         3 0.000E+00    10.37
  23932800        10       320     18.4    1014.6         56         2 0.000E+00    10.36
  23943600      9.3        320     17.2    1015.1         57         0 0.000E+00    10.34
  23954400     10.1        320     17.7    1015.4         54         1 0.000E+00    10.33
  23965200     11.9        330        21   1015.2         42         1 0.000E+00    10.32
  23976000     12.2        330     23.7    1014.9         36         1 0.000E+00     10.3
  23986800     13.3        340     24.6    1014.4         33         1 0.000E+00    10.27
  23997600     11.3        340     23.6    1013.8         34         3 0.000E+00    10.24
  24008400      5.7        310     20.9    1014.9         45         3 0.000E+00    10.21
  24019200      8.5        340     19.5    1014.4         49         3 0.000E+00    10.19
  24030000      7.3        330     18.7    1013.9         54         3 0.000E+00    10.16
  24040800      3.6        330     20.9    1014.5         51         1 0.000E+00    10.13
  24051600      8.1        340     26.4       1014        48         1 0.000E+00     10.1
  24062400     10.5        320     29.9    1013.3         43         1 0.000E+00    10.07
  24073200     10.3        330     31.3    1011.9         36         1 0.000E+00     9.87
  24084000      6.8        340     30.3    1011.2         40         1 0.000E+00     9.66
  24094800      4.8        280     23.6    1012.5         68         0 0.000E+00     9.46
  24105600      0.9        200     20.5    1012.3         80         0 0.000E+00     9.26
  24116400      0.5        190        19   1012.3         83         0 0.000E+00     9.06
  24127200      0.9        140        22   1012.6         68         1 0.000E+00     8.85
  24138000      3.1        260     26.5    1012.7         52         1 0.000E+00     8.65
  24148800      7.3        200     29.3    1012.1         48         0 0.000E+00     8.45
  24159600      3.4        190        29      1012        45         0 2.160E-02     8.26
  24170400      4.2        200     25.7    1012.2         52         0 4.428E-02     8.07
  24181200      1.2        170     22.9    1013.2         59         1 6.588E-02     7.88
  24192000      1.6         90     21.3    1013.2         63         1 8.748E-02      7.7
  24202800      1.9        180     19.8    1013.2         67         0 1.091E-01     7.51
  24213600      2.7        100     21.6    1013.2         61         2 1.318E-01     7.32
  24224400         4       270     28.2    1012.9         44         3 1.534E-01     7.13
  24235200      5.2        230     27.2    1013.4         58         7 1.750E-01     6.94
  24246000      5.1        180     27.4    1013.1         43         6 1.534E-01     7.07
  24256800      4.4        200     25.8    1012.2         48         4 1.318E-01      7.2
  24267600      2.1        210     22.9       1013        57         3 1.091E-01     7.34
  24278400      1.5        220     21.2    1013.1         78         6 8.748E-02     7.47
  24289200         4       310     20.7    1011.6         85         7 6.588E-02      7.6
  24300000      4.4        310        20   1011.4         92         7 4.428E-02     7.73
  24310800      7.2        320     24.4    1011.6         66         4 2.160E-02     7.86
  24321600      8.1        300     24.7    1011.8         61         7 0.000E+00     7.99
  24332400      8.6        280     26.2    1010.4         42         3 0.000E+00     8.17
  24343200     14.2        310     24.3    1010.7         38         3 0.000E+00     8.36
  24354000     10.5        320     20.1    1013.1         49         0 0.000E+00     8.55
  24364800      7.9        320     17.8    1013.3         48         0 0.000E+00     8.74
  24375600      9.4        320     16.1    1013.1         55         0 0.000E+00     8.93
  24386400      8.4        320     16.4    1013.8         55         1 0.000E+00     9.11
  24397200     10.1        330     20.3       1013        43         1 0.000E+00      9.3
  24408000      9.3        340     23.5    1011.9         34         3 0.000E+00     9.49
  24418800     12.4        310     24.5    1011.1         36         2 0.000E+00     9.35
  24429600     10.2        340     22.8    1011.8         41         2 0.000E+00      9.2
  24440400      6.8        330     18.8    1013.1         57         2 0.000E+00     9.06
  24451200         7       320     16.7    1013.3         63         2 0.000E+00     8.91
  24462000      2.9        330     14.6    1013.2         69         0 0.000E+00     8.77
  24472800      6.7        310        17   1013.6         64         1 0.000E+00     8.62
  24483600     10.7        320     22.1    1013.5         48         2 0.000E+00     8.48
  24494400      8.8        310     23.5    1012.3         39         6 0.000E+00     8.33
  24505200     10.3        320        26   1011.6         33         2 0.000E+00     8.43
  24516000     10.5        340     24.5    1011.7         36         1 0.000E+00     8.54
  24526800      9.3        330     21.4    1013.2         47         0 0.000E+00     8.64
  24537600         8       330        20   1014.1         53         0 0.000E+00     8.74
  24548400      6.1        340     18.3    1014.2         60         0 0.000E+00     8.84
  24559200         9       330     18.9    1014.5         57         0 0.000E+00     8.94
  24570000         9       320     22.8    1014.8         46         2 0.000E+00     9.04
  24580800         6       310        27   1014.1         33         2 0.000E+00     9.14
  24591600         6       270     27.7    1013.7         36         2 0.000E+00     8.88
  24602400         6       250     24.8    1013.7         49         0 0.000E+00     8.62
  24613200         6       270     21.4       1015        72         0 0.000E+00     8.36
  24624000         2       260     19.4       1015        81         0 0.000E+00      8.1
  24634800         3       130        17   1014.7         84         0 0.000E+00     7.84
  24645600      1.3        100     20.5    1014.9         60         0 0.000E+00     7.58
  24656400      3.2        270     25.3    1015.8         47         0 0.000E+00     7.32
  24667200      8.6        190     27.5    1016.3         35         1 0.000E+00     7.06
  24678000         6       200     25.3    1016.3         44         1 0.000E+00     7.03
  24688800      3.6        200     23.7    1016.2         69         1 0.000E+00         7
  24699600      2.8        140     21.3       1017        80         1 0.000E+00     6.97
  24710400      1.2        130     18.7    1017.2         85         1 0.000E+00     6.94
  24721200      1.9        150     16.6    1016.9         86         1 0.000E+00     6.92
  24732000         0         0     18.8    1017.8         82         2 0.000E+00     6.89
  24742800      2.8        300     22.8    1018.2         69         1 0.000E+00     6.86
  24753600         5       220     26.1    1017.6         54         0 0.000E+00     6.83
  24764400      6.4        190     25.6       1017        45         0 0.000E+00     7.13
  24775200      3.1        220     26.1    1016.7         34         0 0.000E+00     7.44
  24786000         0         0     20.1    1017.4         60         1 0.000E+00     7.74
  24796800      2.3        140     18.1    1017.1         53         1 0.000E+00     8.04
  24807600      2.9        150     16.4    1016.1         59         0 0.000E+00     8.35
  24818400      0.5        150     20.4    1016.5         54         0 0.000E+00     8.65
  24829200      4.5        260     26.8    1016.8         38         0 0.000E+00     8.96
  24840000      6.8        180     30.4    1015.9         25         0 0.000E+00     9.26
  24850800      7.9        170     30.4    1014.3         17         1 0.000E+00      9.4
  24861600      6.6        180     27.6    1013.8         30         0 0.000E+00     9.55
  24872400      2.9        110     23.9    1015.2         43         0 0.000E+00     9.69
  24883200      4.7        100     22.8    1014.6         32         0 0.000E+00     9.84
  24894000         2        70     22.7    1013.7         29         0 0.000E+00     9.98
  24904800      4.1         90     25.1    1013.4         26         1 0.000E+00    10.13
  24915600      6.8        130        33   1012.8         20         1 0.000E+00    10.27
  24926400      8.9        160     33.1    1013.1         21         1 0.000E+00    10.42
  24937200         8       150     32.7    1012.2         20         3 0.000E+00    10.29
  24948000      9.2        140     30.9    1011.2         24         2 0.000E+00    10.16
  24958800      4.2        130     28.4    1012.4         25         0 0.000E+00    10.03
  24969600      2.4        140     25.5    1013.4         34         0 0.000E+00      9.9
  24980400      2.2        100     23.8    1012.6         41         0 0.000E+00     9.77
  24991200      0.7        200     23.6    1013.4         42         0 0.000E+00     9.64
  25002000      2.8        280     28.1    1013.7         39         0 0.000E+00     9.51
  25012800         7       190     32.5    1012.6         31         0 0.000E+00     9.38
  25023600      8.8        180     31.4    1011.7         34         0 0.000E+00      9.2
  25034400      5.8        170     29.1    1011.8         35         0 0.000E+00     9.03
  25045200         0         0     24.7    1013.2         44         0 0.000E+00     8.85
  25056000      0.8        220     22.7    1013.5         61         0 0.000E+00     8.68
  25066800      2.3        140     21.4       1013        72         0 0.000E+00     8.51
  25077600      0.8        190     22.9    1013.3         69         0 0.000E+00     8.33
  25088400      2.5        270     28.4    1012.7         38         0 0.000E+00     8.16
  25099200      6.3        210     31.7    1012.3         32         0 0.000E+00     7.99
  25110000      5.2        220     29.6    1011.5         45         0 0.000E+00      7.8
  25120800         4       200     26.3    1011.1         62         0 0.000E+00     7.61
  25131600      2.8        200     22.9    1012.1         85         1 0.000E+00     7.42
  25142400      2.4        200     21.4    1012.1         88         0 0.000E+00     7.23
  25153200      1.7        160     21.8    1011.1         87         7 0.000E+00     7.05
  25164000         0         0        22   1011.6         86         5 0.000E+00     6.86
  25174800      2.4        290     26.4    1011.6         65         0 0.000E+00     6.67
  25185600      6.3        190     27.7    1010.8         62         1 0.000E+00     6.48
  25196400         7       210     26.4    1010.3         65         1 0.000E+00     6.52
  25207200         5       190        25   1009.6         72         1 0.000E+00     6.57
  25218000         0         0     22.4    1010.8         85         1 0.000E+00     6.61
  25228800      1.4        140     21.4    1010.3         88         2 0.000E+00     6.66
  25239600      1.6        120     20.8    1009.9         90         1 0.000E+00      6.7
  25250400         2       130     22.3    1010.8         84         7 0.000E+00     6.74
  25261200      2.1        280     26.4    1010.9         64         2 0.000E+00     6.79
  25272000      7.6        260     27.5    1011.5         69         1 0.000E+00     6.83
